Protein	20211018_Seroconversion_DBS_Plate1_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR6_centroid.mzML
Q5JV73																															157398.75																
Q5K130	774662.8125	699132.8125	661972.375	382219.4062		654731.0		1024111.25	702386.1875				959027.375	833163.4375			822222.375	847113.25	1078631.5	777509.8125	922586.75			654453.875								1060850.625	1007430.312		999017.125	1146993.5	264947.75	108934.2031					188413.4375	183380.9219	626924.4375	164574.6406	
Q5MJ07							762288.0625						740112.3125						662616.75	575384.0625			574693.3125	645355.1875		728003.125	846178.1875		941031.0													818474.875					
Q5MNZ6								235219.5625																																							
Q5QJ74		38919.13672																														18124.84766															
Q5SQH8														141489.375																																	
Q5SW24																																							489434.0938								
Q5SW96												81276.17188																112010.7578																			
Q5SWA1															735113.3125	1066875.75																															
Q5SZI1												368546.3438																																			
Q5T1B1					125074.8516																																										
Q5T1H1																		5996795.5				10855668.0			12457395.0							10367362.0	15191760.0								14668595.0						
Q5T1R4													36053.16406					65817.61719				122940.1719																									
Q5T215																					186958.3594																		398366.3125			394565.875					
Q5T3U5																												96339.1875						419390.0312													
Q5T4S7	202769.5938	131958.0938	212150.8594	122078.5547	126350.7422	240235.5469	215663.3281	156475.4844	80348.76562	103737.4219	93870.0625		118028.3125		59385.75781	101367.6406	83655.90625								108424.7188	141625.5	127154.5859		88281.42188				147457.3594		80317.875		135274.1562	65268.03125	107525.9688	51633.26172	109141.2422	113314.9297	93866.4375	136872.5625	139748.3906	28913.023439999997	
Q5T5U3																											141267.7969																				
Q5T601															33505.53125																																
Q5T6X5																					99495.27344																										
Q5TAX3																														1835572.5																	
Q5TCS8											19007.50195																																				
Q5TCX8	735741.5				497684.4688									824360.25						792404.25																					578398.6875						
Q5TCY1																											249459.7969													168571.7812							
Q5TDH0	1082847.0	1070418.125	1086278.75	1205698.5	1166977.125	1083153.0	1211669.5	1143486.5	1203671.0	1053511.25	1129716.5	1028657.562	1164909.125	1182394.375	891278.5625	1449507.25	1295905.875	1172253.625	1161857.875	1219661.625	963439.5	1269086.75	1123053.125	1041210.5	879430.8125	895451.75	900159.25	976317.875	919558.25	905374.0	1263016.125	1268566.125	1301717.375	1421086.0	1276193.625	1131157.25	1182972.0	1160692.25	1365137.875	1107990.125	1187768.25	1219527.75	1013014.312	1150483.5	1230875.5	1240192.375	1099171.875
Q5TDH0;Q8WTU0	350777.9688	427536.0312	394308.0312	449560.7188	479506.625	398311.7812	268968.8125	333560.25	351335.625	334127.1562	329519.1562	321198.5625	254797.3281	328892.3125	206764.5469	316596.6562	329315.7188	334779.75	328917.0938	387277.2188	389898.0625	376358.25	327479.875	290960.9062	394366.3125	404131.75	323169.4375	391445.5	327748.375	382566.3125	407748.7188	504078.4062	451932.5	506574.6875	379699.25	529995.5	351767.0312	271926.9062	473531.0	278009.1875	340144.875	382091.3438	229962.8594	362831.2812	429403.625	354790.8438	317159.3438
Q5TDP6															25373.47656																																
Q5TEC6					2078765.125												2529673.25																					2005865.25	2291238.75		1823715.5						
Q5TG92							56025.80859																																								
Q5TGS1																					40751.59766																										
Q5TGY3								175889.25										237711.7812																													
Q5TH69	151780.1875	146728.0469	223768.5625	182558.4688	166450.2656				185808.7656	195311.5469	243588.3281		237881.4062	238193.6094	259688.0469	228415.7031	191630.4688	217216.625	306849.125	291622.5312	189083.125	306802.5	255704.0625	274274.6875	229805.6094	218926.5312	172165.875	186417.3906	260126.6406	237099.2188	227866.2344	188903.375	158359.8594	158285.8281	207734.5312	156007.4531	200472.875	190178.9844	176490.125	177558.9844	283919.9062	200350.6875	207135.2188	223376.375	167630.0469	203663.7656	219202.7812
Q5THJ4																																											25589.51172				
Q5THK1																											29454.42578																				
Q5TID7												23787.19922																																			
Q5U5R9																		87346.0625								87557.51562																					
Q5U649																																										681019.9375					
Q5VSL9																						186343.9375																									
Q5VST9															26816.56836																																
Q5VT06																														64272.25391																	
Q5VT25		77184.0625		51873.14062																												115426.1172										184877.6406					
Q5VT98					10088.19629																																										
Q5VT99																										187362.5625																					
Q5VTJ3																														46374.67969																	
Q5VU92								1716981.75																																							
Q5VUA4						26607.18945																																									
Q5VUG0														56525.96094																																	
Q5VVM6								20303.60742																																							
Q5VVQ6	941660.0	906405.875	933241.0625	883972.5	899306.375	973285.0625	1046091.062	981155.5625	1002744.312	992274.375	861170.0	963181.0625	928233.375	846490.625	1007887.438	751331.4375	881460.6875	860153.75	788394.4375	815494.1875	842069.75	937924.3125	845349.1875	886084.375	529213.375	620604.875	581809.1875	596124.125	595423.875	626965.1875	724310.4375	718873.5	695699.8125	818086.9375	683576.4375	780869.375	1055480.625	977357.8125	1227519.125	1117642.25	1005257.875	915609.75	1010646.688	922534.625	1189254.75	590714.375	1027748.438
Q5VW32	146360.8594	153430.0156	133895.0938	161666.1406	174391.25	86766.39844					163232.0					102175.6953		102486.1016							155611.0312	143656.2969	126715.0703	162847.1875		127694.2109		188652.8281	161997.3281		89919.14844					114958.3438			185980.8125				
Q5VW36																																		2598745.25													
Q5VWM4;Q5VXH5																											58674.12109																				
Q5VXU9																																					77215.84375										
Q5VYJ5		74508.98438			152351.3594																																							30101.402339999997			
Q5VYK3	20334662.0	20754200.0	21729266.0	19922902.0	20047822.0	18981242.0	20222706.0	20680770.0	21952546.0	19328086.0	19323010.0	18929220.0	18612836.0	19600474.0	21506444.0	19242922.0	18244016.0	17402766.0	19209824.0	19572954.0	21286690.0	19273412.0	21337270.0	17921218.0	20712766.0	20686216.0	20657620.0	17061176.0	19721232.0	18148120.0	22743034.0	21868644.0	20751286.0	21026834.0	20830948.0	23893538.0	19147876.0	19521726.0	19246410.0	18230126.0	18755108.0	19428436.0	17949734.0	18994810.0	18170704.0	18084614.0	17422594.0
Q5VZ18																											149632.4062			75151.36719																	
Q5W188										322499.0938																																					
Q5XPI4	401457.75	364878.375	428680.9375	402041.3438	408916.7812	412431.4688	471186.2188	401465.6875	419751.5625	431192.6562	395179.4375	386949.1875	371156.9375	394371.1562	331481.2188	448407.125	423472.7812	448104.2188	403194.5625	447264.0938	394686.6875	410036.9375	386045.9375	385693.5	302073.75	255511.3125	543742.75	527441.3125	539706.9375	490087.5625	382119.4062	372007.0312	432395.8125	221628.8125	466132.5625	415640.0938	341502.7188	436614.3438	284862.0938	499887.8125	388930.7812	341525.8438	459063.6875	499698.2188	427792.9062	413525.5312	436051.6562
Q5XUX0																																			194021.5312												
Q63HK3																															69175.75																
Q63ZE4			119435.1016				44440.88672																																								
Q63ZY3															741967.625																			717000.8125			34717.0625										
Q64LD2									78825.4375																																						
Q66K14																																						25718.81055									
Q66K74																	117890.1094																														
Q66PJ3																															360564.2812												363786.8438				
Q68BL7																35515.89062																															
Q68CJ9																																							28956.96875								
Q68CP9														231019.5938																																	
Q68CR1								209288.3281																							307762.5625																
Q68DA7																							78362.86719																								
Q68DK2																											162400.7812	107796.3672									50456.52734										
Q68DL7	238564.6406		220070.0938	174339.625	153203.6406	217780.0156			209801.2812	168176.8906	190257.9062		160814.375	177030.4219						112262.6797		173727.4688													136687.7969			100568.4688			135608.1562	92201.17969	153118.7812				
Q68DQ2																															43529.85547																
Q68EM7																																							106372.7422								
Q6AHZ1													460576.9062																					62576.03125													
Q6AI08																				221172.2031																											
Q6AI12																																				132485.7031											
Q6AWC2													37865.90625																																		
Q6B0K9	1095361.875	1193675.625	835934.1875	823740.0625	1049931.625	794288.6875	1448280.5	1038616.375	849871.3125	915716.9375	1179401.25	943325.75	1285621.25	884707.375	1374156.0	935351.5	988379.1875	848068.5	1380500.75	1305490.5	1544529.5	843512.6875	1429833.125	846836.625	808792.4375	967001.6875	981976.0	1041665.25	960842.375	1048240.875	900401.25	908488.125	1171487.625	1241697.625	1062751.625	1157117.5	1170612.625	1079558.5	1174763.375	1055183.75	1080996.5	1127589.75	1037922.875	1143381.5	1206647.5	946105.125	1102283.75
Q6BDS2									59427.33984																																						
Q6BEB4									91187.41406																																						
Q6DD88																																												43070.40234			
Q6DN14										53640.30859																																					
Q6DN72									74790.20312																																						
Q6EKJ0;Q86UP8																																								1427626.25							
Q6EMK4																							211580.6875																								
Q6GMR7																																	182551.9844														
Q6H9L7			351903.3438			286291.875																																									
Q6IA17																							100949.2969																								
Q6IBW4						79807.80469																																									
Q6ICG8																																											98391.90625				
Q6ICL3	823252.1875	796247.25	775534.9375	781417.0	647192.0	765539.8125	821946.5625	803466.4375	768553.0	783262.4375	685486.8125	768754.3125	630205.875	741989.3125	723983.25	673075.5625	697211.9375	746929.125	695153.375	640747.625	693302.9375	667051.875	648988.75	660594.0	530983.875	554206.0625	543334.125	498796.0625	466717.75	504713.9062	345401.3125	521974.3438	294167.5	561146.0625	254568.0	633741.8125	346792.375	227385.1406	507822.125	463267.0	439846.4688	543071.125	168400.7812	522805.75	494536.75	486629.9062	473119.9062
Q6IF36													209580.0938			658413.25	1101960.625						799349.4375				916802.3125	1060724.5		938368.5			465453.5625	514100.5312						696766.0							
Q6IN84						41311.91406																																									
Q6IQ22																															91437.46094																
Q6L8Q7	257400.1562	239895.8594				90953.48438	96029.25	88641.83594	37067.61328																		386122.5625			349081.2188																	
Q6MZZ7											469614.9688					406367.5312					397453.1875	548159.375	467326.4062	307412.8125		1082204.75					791095.125			701719.9375		828298.75			622722.3125			580006.0625			640518.3125	648435.5625	
Q6NS38					2305414.75																																										
Q6NSI4										96018.66406																																					
Q6NSJ5																																						102266.8281		58484.06641							
Q6NT76																										71817.95312																					
Q6NUK1									321202.3438																																						
Q6NUS6																			67927.86719																												
Q6NXT6																																												246872.3281			
Q6P0Q8													775608.0	774078.0	863406.625	797180.875	650505.1875	779813.75													1064594.0	1119317.625	925846.5	1052814.875	942671.0625	1035200.75											
Q6P1J6					65417.41016																				64493.0																						
Q6P1L8																																	413922.4375														
Q6P1M3				35565.94141														97823.83594																													
Q6P1X5		80394.65625								50668.57812																																					
Q6P2C0																										255767.0312																					
Q6P2Q9																																											143599.3906				
Q6P3S6																																	574025.0														
Q6P4A7							169810.9062	168534.7812	116408.5312	168911.6719	174883.5938	118301.75	121278.4297	164000.6406	159428.5625	130398.7891	154591.7812	154332.7656	178232.7031	163687.9844	168681.25	153115.6719						104385.9609											105138.7969						86461.49219		
Q6P4A8																	1586128.75																														
Q6P4Q7			19369.08008																																												
Q6P5X5																																						109764.2188									
Q6P9A2																																										155836.7031					
Q6P9G9									93096.8125		65678.28125													115552.7031									91524.48438	98741.32031													
Q6PCE3		180055.8281	55001.609379999994	110866.8984	114794.6797	34083.40625	152861.3906		98972.14062	36969.16016	70927.97656						42317.44141	90348.83594				51338.92188			152042.9219	107117.9922	107103.5078	153183.25	86650.0		66376.3125	91544.28125	123625.2812		162425.9531	75355.30469	81121.78125	113407.9141	41316.90625	100907.2656	81118.69531	46098.56641	147850.5	112378.9062	100546.4922	114270.8281	108060.5781
Q6PGP7										426147.3125		335880.9375							665175.375				161413.3125																		73786.26562						
Q6PH81								3086644.75															2352669.0							2074965.125								1905841.0			2028824.5						1793348.25
Q6PH85					579369.875							759195.375			1096717.875																							434170.7812									
Q6PI48																																															33099.07422
Q6PIF6																253814.5156																															
Q6PII3								18606.40625																																							
Q6PJ61																																121032.2812	52204.39062							90588.89062			112440.2344	76928.57031	52280.45312		
Q6PJT7																											94138.99219																				
Q6PL18															112432.125																																
Q6PRD1																																				399275.2812											
Q6Q4G3									1015086.625	951761.4375																																					
Q6Q759																			198285.0156																												
Q6QEF8																						290329.25																									
Q6R327																			91032.64062														69205.09375														
Q6SJ93																					178011.875		253181.1719																								
Q6T4R5															449241.25								443296.5312																								
Q6TFL3												93122.10938					153796.3906							96702.64062		65848.50781																					
Q6UB99													80299.82812	59105.75781				75888.35938																												60960.171879999994	51691.875
Q6UUV7																98650.92188																															
Q6UVJ0																																											168921.2344				
Q6UVK1				408876.9375								408411.6562																																			461371.625
Q6UW63											469469.8438										414173.1875			588153.6875																							
Q6UWI2																															111099.7969																
Q6UWP2	42828.30859		54270.24219																																			33693.84375			45542.65625		49450.24219		78097.16406		
Q6UWQ7																					3693110.25			4764496.0										3506334.75													
Q6UX01																										147309.0469																					
Q6UX04															50686.30859																																
Q6UX39																																									705843.4375						
Q6UX71																																											97241.78125				
Q6UXH8																																458774.7188															
Q6UXI7													605301.5625																												316622.1562						
Q6UXP3																	994186.4375																														
Q6UXU6																																										34474.92969					
Q6V0I7												2025852.125																																			
Q6X4T0																								2774690.25																							
Q6XQN6	872440.8125	839221.4375	893612.125	965043.9375	799847.5625	832789.125	889893.0	827004.625	1058309.0	839031.25	828012.5625	968313.9375	917028.0	909944.9375	1087055.375	1009904.75	932370.625	985867.0625	1027387.875	1047161.438	965404.4375	951458.3125	979894.375	1111202.5	775465.5	780581.1875	723560.0625	821723.8125	803500.0625	822972.375	640838.8125	648763.75	693759.125	618543.375	712508.25	858937.75	774673.1875	679544.625	634725.1875	722456.5625	763943.25	606873.625	659336.6875	684789.25	609671.5	683385.6875	676767.5625
Q6Y7W6												789928.5625																																			
Q6YHU6														165870.5156																																	
Q6ZMG9																																		1653612.5													
Q6ZMT4																			13989874.0																					4852881.0							
Q6ZMW3																														88640.32812																	
Q6ZMZ3	206228.7031	149919.9062	192468.2969	190313.4219	227800.1719																										193787.1094	210838.1719												147432.0156			197436.6875
Q6ZN06;Q7L2R6														401740.2812																																528624.9375	
Q6ZN30																																					53408.95312										
Q6ZNB7																					196373.5																										
Q6ZNJ1		55244.97656																																													
Q6ZNL6				48518.90625																																											
Q6ZQX7														68054.63281																																	
Q6ZR85							103730.8281																																								
Q6ZRH7																								437614.4375																							
Q6ZRI0																		331177.3125																													
Q6ZT12																	698122.3125																														
Q6ZT62;Q96GD0	295202.5625	309778.0938	261322.4219	363524.4375		267365.0	274820.2188	309211.5625	246182.9844	259974.9375		238244.7031	256328.9219	285275.3438				115926.7266						179290.3125	186229.5312														79021.78906			71151.57812					
Q6ZTA4																			399350.375																												
Q6ZTR5				451050.9688																																					984739.625						
Q6ZU52		1588907.875																																													
Q6ZUS6																			185264.4844																												
Q6ZUT6																																	230137.1562														
Q6ZV29				140973.5156																																											
Q6ZV65									43725.59375																																						
Q6ZVD7				20844.14844		57602.0625													157128.4219			38219.46094																									
Q6ZVD8																													32356.32422																		
Q6ZVX7																														304822.875																	
Q6ZWC4							916986.0															590910.125																		277880.375							
Q6ZWT7																											102935.8359																				
Q709C8																		460829.7188																													
Q70CQ2																																									579246.625						
Q70CQ3													210095.8125		199468.6562	174181.4375	168825.9531	130726.5547													51154.80469	134193.4375		118361.9375		104804.1094											
Q70JA7														133484.9531					83987.46094	110220.7031			104514.5781																								
Q75N03									189302.2969				297928.0																																		
Q75N90															20511.21875																					44355.32031											
Q75VX8																																					220295.8125										
Q76FK4																											493243.4688																				
Q76I76							163490.6875																																								
Q7L0Q8;Q96L33																														136534.8125																	
Q7L0X2						216440.875																																									
Q7L311																												90815.17188																			
Q7L3T8												211914.4688																																			
Q7L5N1																					143124.8125		86718.97656				178513.0156	217694.7812	217678.4375	151990.125	242222.7031		181620.6406				142522.0								98730.75781		213846.7344
Q7L5Y1																															91735.9375																
Q7L8S5																																				189944.6406											
Q7L9L4;Q9H8S9																																	15494.62598														
Q7LBR1				18514.32227																												48925.66016								15733.134769999999							
Q7LFL8																																			467036.1875								214720.0938				
Q7RTW8																																								100201.125							
Q7Z2K8									495904.0															585910.0															501594.6875	477157.2812							466165.7812
Q7Z2W4																				279200.0625																											
Q7Z2X4																														225428.0781																	
Q7Z2Z2	32242.51172				33348.33984																																										
Q7Z304																				81250.17969																											
Q7Z333																																												131072.0			
Q7Z340																																								95576.92188							
Q7Z392																																												268419.1562			
Q7Z3B4								144974.1719																																							
Q7Z3Z3																																									103133.8125						
Q7Z3Z4																								461462.7812																							
Q7Z401																																								174061.2188							
Q7Z403																																									53798.80859						
Q7Z407																																239274.0156			216029.2031												205692.7188
Q7Z408	357781.75			361716.9688																																										417524.625	389658.5312
Q7Z4H4																										584414.25																					
Q7Z4N2																			720823.9375																												
Q7Z4T8															671738.625	604518.4375							617264.5																								
Q7Z4T9																													72937.63281																		
Q7Z4V0									98696.77344																																						
Q7Z4W1	267426.9688	296810.9688	279188.5938	255535.0938	293003.2812	112127.5547	221620.7031	75708.64062	129866.3359	230393.6094	159311.375		76995.65625	158050.1562	151218.1094	147727.6406		175094.6875	141789.9062	152797.9844	152495.375	145777.9688			182312.9531	98726.6875	236603.5	145254.3281	170452.0156	161557.9688	228164.6562	213910.6719	205634.0625	327273.8125	258985.375	305497.1875	123862.9766	247937.9844	99177.54688	166058.2344	236072.4844	126184.4297	138782.9844	257558.1406	310715.1562	218656.6094	257746.4062
Q7Z5D8																																								138723.6719							
Q7Z5J4												1921864.5					1666535.875	2048662.25																					33362.625								
Q7Z5P9												29571.3418																																			
Q7Z5V6							197748.8906		234092.7188																																					67123.57031	
Q7Z6B7																																									180056.3594						
Q7Z6E9		57199.50781	35529.88672				95616.38281	95943.9375		45159.05859	53151.43359	63714.18359	2467845.5	1907910.75	2346754.0	2174111.75	2064592.25	1929399.0					54446.51953		40883.30078			47776.10938			1184236.375	1623876.5	1069080.5	1693473.5	914017.1875		117591.8672	108025.1484	151665.8125	115882.0859	104321.9688	131275.1406	103940.0547	84607.77344		114990.9688	118619.5625
Q7Z6Z7						36280.29297																															21448.2832										
Q7Z7A4																									163293.6719																	218749.7188			142819.1094		
Q7Z7B1																																							144656.2969								
Q7Z7L8																							606617.75	788823.4375												620043.0625											
Q7Z7M9																																							70172.71875								
Q86SK9																		65829.04688																													
Q86SQ4																										32854.85156																					
Q86T03																				52013.73828																											
Q86TI0	152346.5781					176074.0312																																									
Q86U42															38778.46094																																
Q86UB9											145738.875																																				
Q86UD0					42761.91797																																										
Q86UK7																																	29170.13867			55862.40625											
Q86UQ4														170885.4062																																	
Q86UW6																							82420.02344																								
Q86UW8					38511.24609																																										
Q86UX7	848206.6875	788253.5	834382.375	918537.4375	853949.3125	796889.0	838589.75	871426.5	830394.625	854450.125	842245.9375	869515.875	876175.0625	870694.875	845080.9375	619685.625	815943.375	804037.9375	765534.875	857322.75	768816.1875	677949.1875	807515.625	374166.5	647236.1875	774435.5	678475.375	679869.6875	542652.125	599708.3125	555752.25	776405.0625	713120.4375	744258.9375	755624.125	623694.625	648683.5	672917.875	691617.1875	668630.6875	597060.25	551617.9375	679234.25	634111.3125	683734.5	682308.125	675214.375
Q86V20				497035.375																																											
Q86V86																																									305345.4688						
Q86VF7	1657013.25			2028174.0			1291573.0			1671629.625			1356880.375		2308839.25		2244237.25				2718823.25	3270198.5			4169352.75	4493927.5	4650064.5	5327848.0	4903790.0			4491955.5		5941003.5			5013412.0		5483321.0	6857008.5	4451758.0		4976025.0			5438773.5	
Q86VH2																																							77289.90625								
Q86VM9																															344371.5938									732922.6875	484934.25						
Q86VN1									183446.6719																																						
Q86VP6	1321380.0	722070.375	653018.625	710522.3125	810529.1875	704118.6875	541308.625	651732.125	703473.25	675627.1875	731061.125	708891.0	596944.875	637875.8125	663396.0625	668749.75	686619.0	750767.1875	463989.625	579594.25	520287.8125	539512.625	553338.5	414967.1875	632821.4375	729740.875	543235.5	652587.875	529963.3125	507196.2812	578837.125	1364994.5	841463.4375	1296822.125	901699.6875	1322955.75	739436.0	586609.5625	1253963.125	861320.4375	680512.375	1190456.0	819961.0	813272.375	1149349.5	728512.5625	745546.625
Q86VQ1																																			795955.0625												
Q86VU5																																								37344.75391							
Q86VY4				105945.1797																																											
Q86VZ2												14169.767580000002																								46214.98438											
Q86W11																										96004.5625		1593490.875																			
Q86W24																																												846011.1875			
Q86W56																																						63623.10156									
Q86WD7																						89650.25781																									
Q86WI3																											865972.5625																				
Q86X45									111706.8672																																						
Q86X55		18073.65234		23355.17578	102008.3984		42639.52734		33386.44141					35517.48047			61595.93359											92196.57031		75074.42188		153396.6562			47899.74219			31160.9668								35045.92969	
Q86X76	169121.2656	154414.9062	156553.2969	149398.125	135411.2188	142591.7344	139350.0156	151303.5312	141065.1875	138146.2969	144973.1719	141966.8906	98132.44531	138694.2188		125506.2266	113512.7578	121813.1641	99498.99219	155438.9062	125640.8516	127835.1484	89745.00781	144533.4844	120596.8828	82071.8125	121415.7031	66911.26562		79813.49219	25493.12109	73953.52344	100917.7266		41849.0	85230.96875	96190.71875	47681.73438	130870.9922	117717.5625	72956.10938		50614.09766	138058.9844	138938.2969	121843.1641	107238.9219
Q86X95															59170.29297																																
Q86XA0							65080.36328																																								
Q86XD8																																	19292.64648														
Q86XE0										26239.57227		19695.36914																																			
Q86XE3											54585.50391																																				
Q86XI8	495789.0	550231.3125	488722.4688	473790.0312	663897.375	474709.5625	437650.5312	443086.4062	553673.9375	600071.625	672500.125	591355.625	428402.0	499257.1562	571019.8125	679147.625	587766.25	515975.9688	520299.7188	552081.375	628923.0625	641637.25	598046.125	393543.625		399621.25	429580.0625	576213.3125	407199.6562	415711.875	642548.75	693588.875	680014.5	756015.3125	690328.625		497912.5	291976.2812	593703.4375	408099.2188		611393.625	404651.75	391754.5625	602105.0	352422.7812	266846.0938
Q86XP1				43859.55469						71700.6875	80731.67969	61291.55859			78662.98438	55090.63672						50170.27734		50219.32422																							
Q86XP3																																				316867.5				310604.875		93645.59375					
Q86Y07				239675.0625																																											
Q86Y13																												2078443.875																			
Q86Y46		97655.92188			89742.67188			77063.05469			35803.07031				80091.15625		103445.4531																					90537.21094			85720.85156		106372.8516				
Q86YN6																											2599479.75							2568707.25													
Q86YV5																							143076.1094																								
Q86Z20				25847.60742				116859.1875																																							
Q86Z23																																										80494.5					
Q8IU68									1963872.5																																						
Q8IU81																										91501.17969																					
Q8IUE6																	4394568.5																						2992853.25								
Q8IUG5																																								46189.84766							
Q8IUH5																																						143597.9531							267392.3438		
Q8IUI8		75033.61719	64906.53906	110603.1641	157742.5469	21559.10742			48480.36719	52603.85156	88877.02344	84477.41406	48919.82031	59442.32422	99780.85938	65394.39453	96049.03125	84016.86719				120305.3516	81782.75		55942.64453	45682.09375	190144.3125	67962.32812	181328.625		121256.1172	100114.3203	76808.25	107462.6719	145744.4531	121893.9766	120889.8438	231229.1562	108916.7578	204423.1094	192366.0781	152101.2031	133743.7031	179282.5781	32216.71289	205027.625	80513.61719
Q8IUX7																																					19482.71289										
Q8IV01																														429911.875																	
Q8IV32																																				285812.5938											
Q8IV35																													143697.125																		
Q8IV48																																							12668.87012								
Q8IV61																									6081041.5																						
Q8IV63																														335881.9688															64142.13672		
Q8IV76	140696.1406		154966.1094																						136722.6719	134523.7969																					
Q8IVF2					420557.25				884081.8125		371174.125							1047304.5			2080128.125		101803.7812	1078839.0						281227.5625																	
Q8IVF4							1997456.25												1958705.75														158289.25														
Q8IVF7				233304.5312	215164.6094	198300.4219	107634.1953		175825.4688	145589.1562	185185.5625	140750.6875				188214.0625	185787.4844						218436.2656			170656.2812				166750.375	160107.0469		183422.9062		170846.2656	166268.625									140057.9062		
Q8IVH2;Q9H334										109743.1406																																					
Q8IVL1																																											79997.375				
Q8IWD4							509719.4375																			299084.7812														284654.8125							280938.4375
Q8IWT6						109630.5156				125568.2109	117418.1094				103048.3828							107390.7969			81763.33594				61546.03125																		
Q8IWU2																						286627.8125																									
Q8IWU6						1104484.625																																				626242.25					533767.875
Q8IWV7																																260267.2969															
Q8IWY4																																									11805.2168						
Q8IWZ6				46878.69531																																											
Q8IWZ8																																														21345.60742	
Q8IXK2														233727.1406																																	
Q8IXQ3	213990.8438	160148.0781	213051.0	183351.2031	123764.3828	253936.9844	300881.4688	309255.6562	208039.4062	225550.0312	162494.7969	181757.4844	251017.8594	253361.1406	158104.0625	393040.8438	309417.8125	326005.8125	261976.9219	351465.5312	264911.9688	313754.6875	327796.6875	221050.9844	467091.5312	311150.2812	302774.8125	293851.4688	274184.9688	292387.3125	66086.40625						251463.5469	218345.3125		255903.2344	308163.6562		262347.4062	204727.6719	89694.89844	202412.125	299690.7188
Q8IXQ5											760051.25																																		1015526.062		
Q8IXQ6									64475.11328		153391.2188																												122263.9141								
Q8IXQ9							88314968.0						82744040.0		129588568.0	154936512.0		119770320.0	106666304.0						11682338.0								16975280.0				193563808.0			228465520.0			13648152.0				
Q8IXS0																									211776.1875		249391.3438		220534.5781										140701.7656	283923.5					175634.625		
Q8IXS6															59030.42578																																
Q8IY17											53972.56641																																				
Q8IY21	25941.02148																																				65330.72266				57724.47266						
Q8IY37																																		331021.2188													
Q8IY63					58274.36328																																33647.58203										
Q8IYA7																																		86043.61719			92885.14844		55197.01172								
Q8IYB1		160605.0																														109246.4375															
Q8IYE0																						174813.3594													103581.5312												
Q8IYJ2																					100318.4062																										
Q8IYT8																											73885.82031																				
Q8IYX7																										175930.6719		91582.99219		97658.79688								285321.5938									
Q8IZ41																																			105205.7891												
Q8IZ52		64919.32031																																													
